"section","official_title","source_url","source_hash","affected_ids","named_candidates","legal_questions","technical_blockers","decision","exact_subdivisions","reviewer_note"
"2917.14","Unlawfully impeding public passage of an emergency service responder","https://codes.ohio.gov/ohio-revised-code/section-2917.14","1bcec63ca643d224b6be5bf0cb2a3e0687fea7da0168a823a7828150836719bc","oh-curfew-violation","unlawfully impeding public passage of an emergency service responder","Resolve oh-curfew-violation: retain a distinct supported scope, correct the citation, split, map to a source-first record, hold, or remove. A shared section or a similar name is not proof of equivalence.
Confirm the proposed charge's precise conduct scope, applicable exceptions, grading and incorporated definitions against the supplied full text before publication.
Determine which additional textual references affect this charge's claims: 2921.31. These are leads, not automatically required dependencies; record include/exclude decisions in the reference ledger.","","","",""
"2917.21","Telecommunications harassment","https://codes.ohio.gov/ohio-revised-code/section-2917.21","e517b9e8a11c4127477ca938cfcb9dacf342685488bb6c6885c0a96557ba052d","oh-harassment","telecommunications harassment","Resolve oh-harassment: retain a distinct supported scope, correct the citation, split, map to a source-first record, hold, or remove. A shared section or a similar name is not proof of equivalence.
Confirm the proposed charge's precise conduct scope, applicable exceptions, grading and incorporated definitions against the supplied full text before publication.
Determine which additional textual references affect this charge's claims: 2903.21. These are leads, not automatically required dependencies; record include/exclude decisions in the reference ledger.","","","",""
"2919.21","Nonsupport or contributing to nonsupport of dependents","https://codes.ohio.gov/ohio-revised-code/section-2919.21","6a37f854399b7dbd25235ea009b6db0658eadea45ec7479cf32345372767dc41","oh-failure-to-pay-child-support","nonsupport of dependents; nonsupport of dependents by reason of failing to provide support to the offender's child as required by a child support order issued on or after April 15; contributing to the nonsupport of dependents","Resolve oh-failure-to-pay-child-support: retain a distinct supported scope, correct the citation, split, map to a source-first record, hold, or remove. A shared section or a similar name is not proof of equivalence.
Confirm each quoted statutory offense's conduct subdivisions and applicable grading branches. Do not turn sentencing enhancements into separate offenses.
Determine which additional textual references affect this charge's claims: 2901.13. These are leads, not automatically required dependencies; record include/exclude decisions in the reference ledger.","Selected reference 3115.31 needs source acquisition","","",""
"2919.27","Violating protection order","https://codes.ohio.gov/ohio-revised-code/section-2919.27","b2e7bd5d5450c0d675173bf6a5af877ec5d697afbeb92b1e80ed593aee9e721b","oh-protective-order-violation","violating a protection order","Resolve oh-protective-order-violation: retain a distinct supported scope, correct the citation, split, map to a source-first record, hold, or remove. A shared section or a similar name is not proof of equivalence.
Confirm the proposed charge's precise conduct scope, applicable exceptions, grading and incorporated definitions against the supplied full text before publication.
Determine which additional textual references affect this charge's claims: 2919.26, 3113.31, 2903.213, 2903.21, 2903.211, 2903.22, 2911.211. These are leads, not automatically required dependencies; record include/exclude decisions in the reference ledger.","","","",""
"2921.13","Falsification - in theft offense - to purchase firearm","https://codes.ohio.gov/ohio-revised-code/section-2921.13","fa9ee9e3d318971b4abde3ae99a8651d3fe3ffb9a2f3c0fce1b09cd90cd5e899","oh-false-info-to-police","falsification; falsification in a theft offense; falsification to purchase a firearm; falsification to obtain a concealed handgun license; falsification regarding a removal proceeding","Resolve oh-false-info-to-police: retain a distinct supported scope, correct the citation, split, map to a source-first record, hold, or remove. A shared section or a similar name is not proof of equivalence.
Confirm each quoted statutory offense's conduct subdivisions and applicable grading branches. Do not turn sentencing enhancements into separate offenses.
Determine which additional textual references affect this charge's claims: 2923.125, 2923.1213, 5743.71, 5101.19, 5101.194, 319.26, 321.37, 507.13, 733.78. These are leads, not automatically required dependencies; record include/exclude decisions in the reference ledger.","Selected reference 9.66 needs source acquisition","","",""
"2921.32","Obstructing justice","https://codes.ohio.gov/ohio-revised-code/section-2921.32","ebb5aa86e04f941396e68ce16d7457518f455791d6d9f1ca24ad2263acdf479a","oh-accessory-after-the-fact","obstructing justice","Resolve oh-accessory-after-the-fact: retain a distinct supported scope, correct the citation, split, map to a source-first record, hold, or remove. A shared section or a similar name is not proof of equivalence.
Confirm the proposed charge's precise conduct scope, applicable exceptions, grading and incorporated definitions against the supplied full text before publication.","","","",""
"2921.33","Resisting arrest","https://codes.ohio.gov/ohio-revised-code/section-2921.33","5cd9f0492db654c9f3a08202629763ae1d49265df51ee38e4dd4139b374733d1","oh-resisting-arrest","resisting arrest","Resolve oh-resisting-arrest: retain a distinct supported scope, correct the citation, split, map to a source-first record, hold, or remove. A shared section or a similar name is not proof of equivalence.
Confirm the proposed charge's precise conduct scope, applicable exceptions, grading and incorporated definitions against the supplied full text before publication.","","","",""
"2923.01","Conspiracy","https://codes.ohio.gov/ohio-revised-code/section-2923.01","44f28b7c3eb81965455434bdff3cc6d4462e62c62879f780724dcd1d6021cb32","oh-conspiracy","conspiring with that other person; only one conspiracy; conspiracy","Resolve oh-conspiracy: retain a distinct supported scope, correct the citation, split, map to a source-first record, hold, or remove. A shared section or a similar name is not proof of equivalence.
Confirm each quoted statutory offense's conduct subdivisions and applicable grading branches. Do not turn sentencing enhancements into separate offenses.
Determine which additional textual references affect this charge's claims: 2923.421, 3734.18, 2923.32, 2981.04, 2981.06, 2925.03, 2925.04, 2925.05, 2925.06, 2925.11. These are leads, not automatically required dependencies; record include/exclude decisions in the reference ledger.","","","",""
"2923.02","Attempt to commit an offense","https://codes.ohio.gov/ohio-revised-code/section-2923.02","5ce3fb0499d214ea0d2512e3f91bb581fa51a75ad3f2562e0d50f642cc714a44","oh-criminal-attempt; oh-attempted-murder; oh-attempted-robbery; oh-attempted-sexual-assault","an attempt to commit an offense","Resolve oh-criminal-attempt, oh-attempted-murder, oh-attempted-robbery, oh-attempted-sexual-assault: retain a distinct supported scope, correct the citation, split, map to a source-first record, hold, or remove. A shared section or a similar name is not proof of equivalence.
Confirm the proposed charge's precise conduct scope, applicable exceptions, grading and incorporated definitions against the supplied full text before publication.
Determine which additional textual references affect this charge's claims: 3734.18, 4510.02. These are leads, not automatically required dependencies; record include/exclude decisions in the reference ledger.","","","",""
"2923.03","Complicity","https://codes.ohio.gov/ohio-revised-code/section-2923.03","bf43371006c97d80d01d8b68472a2540cfc85bc9d0346b461756571ec394db33","oh-aiding-and-abetting; oh-criminal-solicitation","complicity in the commission of an offense","Resolve oh-aiding-and-abetting, oh-criminal-solicitation: retain a distinct supported scope, correct the citation, split, map to a source-first record, hold, or remove. A shared section or a similar name is not proof of equivalence.
Confirm the proposed charge's precise conduct scope, applicable exceptions, grading and incorporated definitions against the supplied full text before publication.
Determine which additional textual references affect this charge's claims: 2923.01, 2923.02. These are leads, not automatically required dependencies; record include/exclude decisions in the reference ledger.","","","",""
"2923.12","Carrying concealed weapons","https://codes.ohio.gov/ohio-revised-code/section-2923.12","535a40f5551fe9b5fa85644bcd3bc150549ecd7bf73701d6a00baedc24ebc159","oh-unlawful-carrying-of-weapon","carrying concealed weapons; a minor misdemeanor if both of the following apply:; a minor misdemeanor","Resolve oh-unlawful-carrying-of-weapon: retain a distinct supported scope, correct the citation, split, map to a source-first record, hold, or remove. A shared section or a similar name is not proof of equivalence.
Confirm each quoted statutory offense's conduct subdivisions and applicable grading branches. Do not turn sentencing enhancements into separate offenses.
Determine which additional textual references affect this charge's claims: 109.801, 2923.11, 2923.125, 2953.35, 2945.71, 2923.163. These are leads, not automatically required dependencies; record include/exclude decisions in the reference ledger.","","","",""
"2923.13","Having weapons while under disability","https://codes.ohio.gov/ohio-revised-code/section-2923.13","fb2e6b9b9b30c1c84fb074507032aae315bdaa6fb1b088cb7cec93facda5207c","oh-felon-in-possession-of-firearm","having weapons while under disability","Resolve oh-felon-in-possession-of-firearm: retain a distinct supported scope, correct the citation, split, map to a source-first record, hold, or remove. A shared section or a similar name is not proof of equivalence.
Confirm the proposed charge's precise conduct scope, applicable exceptions, grading and incorporated definitions against the supplied full text before publication.","Selected reference 5122.01 needs source acquisition","","",""
"2923.161","Improperly discharging firearm at or into a habitation, in a school safety zone or with intent to cause harm or panic to persons in a school building or at a school function","https://codes.ohio.gov/ohio-revised-code/section-2923.161","5aac58d68219fbf2d913f080d2bbe3862086ec9a3882432f2c3b7fce6c594948","oh-discharge-of-firearm-in-city","improperly discharging a firearm at or into a habitation","Resolve oh-discharge-of-firearm-in-city: retain a distinct supported scope, correct the citation, split, map to a source-first record, hold, or remove. A shared section or a similar name is not proof of equivalence.
Confirm the proposed charge's precise conduct scope, applicable exceptions, grading and incorporated definitions against the supplied full text before publication.","","","",""
"2923.162","Discharge of firearm on or near prohibited premises","https://codes.ohio.gov/ohio-revised-code/section-2923.162","ccd82d4008bedf567ace77f085627e303725b443646e7aeacd9310db7600b38a","oh-discharge-of-firearm-in-city","discharge of a firearm on or near prohibited premises","Resolve oh-discharge-of-firearm-in-city: retain a distinct supported scope, correct the citation, split, map to a source-first record, hold, or remove. A shared section or a similar name is not proof of equivalence.
Confirm the proposed charge's precise conduct scope, applicable exceptions, grading and incorporated definitions against the supplied full text before publication.","","","",""
"2923.17","Unlawful possession of dangerous ordnance - illegally manufacturing or processing explosives","https://codes.ohio.gov/ohio-revised-code/section-2923.17","7a512b8b37b3e4cb0d80a07ea7ca02338cf40dfa40b2a7bc849970dc8842457c","oh-possession-of-prohibited-weapon","unlawful possession of dangerous ordnance; illegally manufacturing or processing explosives","Resolve oh-possession-of-prohibited-weapon: retain a distinct supported scope, correct the citation, split, map to a source-first record, hold, or remove. A shared section or a similar name is not proof of equivalence.
Confirm each quoted statutory offense's conduct subdivisions and applicable grading branches. Do not turn sentencing enhancements into separate offenses.
Determine which additional textual references affect this charge's claims: 2923.18, 1533.16, 1533.04. These are leads, not automatically required dependencies; record include/exclude decisions in the reference ledger.","","","",""
"2923.211","Underage purchase of firearm or handgun","https://codes.ohio.gov/ohio-revised-code/section-2923.211","47128ab2b68b85cc57eca6334a8fcdf777e15e839016e5bf307c1180196d2d44","oh-juvenile-firearm-possession","underage purchase of a firearm","Resolve oh-juvenile-firearm-possession: retain a distinct supported scope, correct the citation, split, map to a source-first record, hold, or remove. A shared section or a similar name is not proof of equivalence.
Confirm the proposed charge's precise conduct scope, applicable exceptions, grading and incorporated definitions against the supplied full text before publication.","","","",""
"2923.32","Engaging in pattern of corrupt activity","https://codes.ohio.gov/ohio-revised-code/section-2923.32","4c8a72d0b49109f365a9e2d18b878f99335a210a1b3ee8fa23ec106a5f56249f","oh-rico-organized-crime","engaging in a pattern of corrupt activity","Resolve oh-rico-organized-crime: retain a distinct supported scope, correct the citation, split, map to a source-first record, hold, or remove. A shared section or a similar name is not proof of equivalence.
Confirm the proposed charge's precise conduct scope, applicable exceptions, grading and incorporated definitions against the supplied full text before publication.","","","",""
"2925.03","Trafficking, aggravated trafficking in drugs","https://codes.ohio.gov/ohio-revised-code/section-2925.03","651e899201fee2726fac5ea2b860e320540ed06c800903710a70181e3b329fd1","oh-possession-with-intent-to-distribute; oh-distribution-of-controlled-substance; oh-drug-trafficking; oh-drug-school-zone-enhancement","one of the following:; aggravated trafficking in drugs; trafficking in drugs; trafficking in marihuana; trafficking in cocaine; trafficking in L; trafficking in heroin; trafficking in hashish; trafficking in a controlled substance analog; trafficking in a fentanyl-related compound; trafficking in marihuana; trafficking in a fentanyl-related compound","Resolve oh-possession-with-intent-to-distribute, oh-distribution-of-controlled-substance, oh-drug-trafficking, oh-drug-school-zone-enhancement: retain a distinct supported scope, correct the citation, split, map to a source-first record, hold, or remove. A shared section or a similar name is not proof of equivalence.
Confirm each quoted statutory offense's conduct subdivisions and applicable grading branches. Do not turn sentencing enhancements into separate offenses.
Determine which additional textual references affect this charge's claims: 2925.38, 2929.33, 3719.21, 511.18, 1545.04, 2925.42, 149.43, 5119.36, 5119.37, 3719.01, 1.52. These are leads, not automatically required dependencies; record include/exclude decisions in the reference ledger.","Selected reference 5119.01 needs source acquisition","","",""
"2925.04","Illegal manufacture of drugs - illegal cultivation of marihuana - methamphetamine offenses","https://codes.ohio.gov/ohio-revised-code/section-2925.04","7cc016535ed099e05d144b635ccb3208273226e99ae85eae5786c23bba866ccd","oh-manufacturing-controlled-substance","illegal manufacture of drugs; a specification of the type described in division (A) of section 2941","Resolve oh-manufacturing-controlled-substance: retain a distinct supported scope, correct the citation, split, map to a source-first record, hold, or remove. A shared section or a similar name is not proof of equivalence.
Confirm each quoted statutory offense's conduct subdivisions and applicable grading branches. Do not turn sentencing enhancements into separate offenses.
Determine which additional textual references affect this charge's claims: 2925.03, 2925.38, 2929.33, 2901.05. These are leads, not automatically required dependencies; record include/exclude decisions in the reference ledger.","","","",""
"2925.05","Funding, aggravated funding of drug or marihuana trafficking","https://codes.ohio.gov/ohio-revised-code/section-2925.05","c3e1216dcd79e2dc8d9fd3dcf3be41b0ff94045bcd4a6e5035efbfee48028c80","oh-maintaining-drug-house","aggravated funding of drug trafficking; funding of drug trafficking; funding of marihuana trafficking; a specification of the type described in division (A) of section 2941","Resolve oh-maintaining-drug-house: retain a distinct supported scope, correct the citation, split, map to a source-first record, hold, or remove. A shared section or a similar name is not proof of equivalence.
Confirm each quoted statutory offense's conduct subdivisions and applicable grading branches. Do not turn sentencing enhancements into separate offenses.
Determine which additional textual references affect this charge's claims: 2925.04, 2925.03, 2925.38, 2929.33. These are leads, not automatically required dependencies; record include/exclude decisions in the reference ledger.","","","",""
"2925.11","Possession of controlled substances","https://codes.ohio.gov/ohio-revised-code/section-2925.11","48873a120faeac17de6d06cbb50fda7ad3b3aabc725e18a0154de89e27aa7d97","oh-possession-of-controlled-substance; oh-possession-marijuana","one of the following:; aggravated possession of drugs; possession of drugs; possession of marihuana; possession of cocaine; possession of L; possession of heroin; possession of hashish; possession of a controlled substance analog; possession of marihuana; possession of a fentanyl-related compound; possession of drugs; possession of a fentanyl-related compound; possession of a fentanyl-related compound","Resolve oh-possession-of-controlled-substance, oh-possession-marijuana: retain a distinct supported scope, correct the citation, split, map to a source-first record, hold, or remove. A shared section or a similar name is not proof of equivalence.
Confirm each quoted statutory offense's conduct subdivisions and applicable grading branches. Do not turn sentencing enhancements into separate offenses.
Determine which additional textual references affect this charge's claims: 3719.21, 2925.03, 2925.38, 2929.33, 2901.05, 3719.01, 1.52. These are leads, not automatically required dependencies; record include/exclude decisions in the reference ledger.","Selected reference 5119.01 needs source acquisition","","",""
"2925.13","Permitting drug abuse","https://codes.ohio.gov/ohio-revised-code/section-2925.13","e4b5a3cac01e8a0c94318e8158fa24e014333345d9ad8d7bcb9862451207e472","oh-maintaining-drug-house","permitting drug abuse","Resolve oh-maintaining-drug-house: retain a distinct supported scope, correct the citation, split, map to a source-first record, hold, or remove. A shared section or a similar name is not proof of equivalence.
Confirm the proposed charge's precise conduct scope, applicable exceptions, grading and incorporated definitions against the supplied full text before publication.
Determine which additional textual references affect this charge's claims: 2925.02, 2925.03, 2925.04, 2925.041, 2925.38, 2929.33, 3719.21, 2929.18. These are leads, not automatically required dependencies; record include/exclude decisions in the reference ledger.","","","",""
"2925.14","Illegal use or possession of drug paraphernalia","https://codes.ohio.gov/ohio-revised-code/section-2925.14","e0ca3c770008911245d2b70a73055b3941849686dc6ad2507052613571479412","oh-possession-of-drug-paraphernalia","illegal use or possession of drug paraphernalia; dealing in drug paraphernalia; selling drug paraphernalia to juveniles; illegal advertising of drug paraphernalia","Resolve oh-possession-of-drug-paraphernalia: retain a distinct supported scope, correct the citation, split, map to a source-first record, hold, or remove. A shared section or a similar name is not proof of equivalence.
Confirm each quoted statutory offense's conduct subdivisions and applicable grading branches. Do not turn sentencing enhancements into separate offenses.
Determine which additional textual references affect this charge's claims: 3719.172, 2925.11, 4729.261, 2981.12, 2925.38, 2929.33. These are leads, not automatically required dependencies; record include/exclude decisions in the reference ledger.","","","",""
"2927.12","Ethnic intimidation","https://codes.ohio.gov/ohio-revised-code/section-2927.12","710556f7816926d9581b28c89b454a556fc26a4177fb84dc6a1eaad59c4501ac","oh-hate-crime-enhancement","ethnic intimidation","Resolve oh-hate-crime-enhancement: retain a distinct supported scope, correct the citation, split, map to a source-first record, hold, or remove. A shared section or a similar name is not proof of equivalence.
Confirm the proposed charge's precise conduct scope, applicable exceptions, grading and incorporated definitions against the supplied full text before publication.
Determine which additional textual references affect this charge's claims: 2903.21, 2903.22, 2909.06, 2909.07, 2917.21. These are leads, not automatically required dependencies; record include/exclude decisions in the reference ledger.","","","",""
"2929.14","Definite prison terms","https://codes.ohio.gov/ohio-revised-code/section-2929.14","a2ae7ae19aa5af27cd23a3e8d8bd0ff63feb7fb66f7ed547d3681cff251ef247","oh-recidivist-enhancement","a specification of the type described in division (A) of section 2941","Resolve oh-recidivist-enhancement: retain a distinct supported scope, correct the citation, split, map to a source-first record, hold, or remove. A shared section or a similar name is not proof of equivalence.
Confirm the proposed charge's precise conduct scope, applicable exceptions, grading and incorporated definitions against the supplied full text before publication.
Determine which additional textual references affect this charge's claims: 2941.149, 2929.01, 2905.02, 2907.21, 2923.32, 2919.22, 2941.1422, 2941.1418, 2941.1419, 2941.1420, 2941.142, 2941.143, 2967.132, 1.52. These are leads, not automatically required dependencies; record include/exclude decisions in the reference ledger.","Selected reference 4729.61 needs source acquisition
Selected reference 5120.031 needs source acquisition
Selected reference 5120.032 needs source acquisition
Selected reference 5120.163 needs source acquisition","","",""
"2937.99","Penalty","https://codes.ohio.gov/ohio-revised-code/section-2937.99","5714fcfeb2f147eba50c8ac12a8df135b0880e1d0f267eeb77ae10bb6a22fb9b","oh-failure-to-appear","failure to appear","Confirm the proposed charge's precise conduct scope, applicable exceptions, grading and incorporated definitions against the supplied full text before publication.
Determine which additional textual references affect this charge's claims: 4511.19, 4549.02, 4549.021. These are leads, not automatically required dependencies; record include/exclude decisions in the reference ledger.","","","",""
"2941.142","Criminal gang participation specification","https://codes.ohio.gov/ohio-revised-code/section-2941.142","048ff69f0c9e4372a316265aa667b52fab7d129c02ed83b53a896b230fd3e751","oh-gang-enhancement","","Resolve oh-gang-enhancement: retain a distinct supported scope, correct the citation, split, map to a source-first record, hold, or remove. A shared section or a similar name is not proof of equivalence.
Confirm the proposed charge's precise conduct scope, applicable exceptions, grading and incorporated definitions against the supplied full text before publication.
Determine which additional textual references affect this charge's claims: 2152.17. These are leads, not automatically required dependencies; record include/exclude decisions in the reference ledger.","","","",""
"2941.145","Firearm displayed, brandished, indicated that offender possessed the firearm, or used it to facilitate offense specification","https://codes.ohio.gov/ohio-revised-code/section-2941.145","dc6f5f1aabe9e7199a3706add05c4c5d17a52c7a5d108e01bc19f2211fbf3c73","oh-firearm-in-felony-enhancement","","Resolve oh-firearm-in-felony-enhancement: retain a distinct supported scope, correct the citation, split, map to a source-first record, hold, or remove. A shared section or a similar name is not proof of equivalence.
Confirm the proposed charge's precise conduct scope, applicable exceptions, grading and incorporated definitions against the supplied full text before publication.
Determine which additional textual references affect this charge's claims: 2152.17. These are leads, not automatically required dependencies; record include/exclude decisions in the reference ledger.","","","",""
"2951.08","Conditions for arrest of person on probation or under community control sanction","https://codes.ohio.gov/ohio-revised-code/section-2951.08","57ad40b2da5eb0c5be87b93ae8e008031b197a7b7220029375674633dc7ff6cb","oh-probation-violation","","Resolve oh-probation-violation: retain a distinct supported scope, correct the citation, split, map to a source-first record, hold, or remove. A shared section or a similar name is not proof of equivalence.
Confirm the proposed charge's precise conduct scope, applicable exceptions, grading and incorporated definitions against the supplied full text before publication.
Determine which additional textual references affect this charge's claims: 5149.02, 2929.25, 2929.15, 2929.27, 2935.03, 2935.04. These are leads, not automatically required dependencies; record include/exclude decisions in the reference ledger.","Selected reference 5120.63 needs source acquisition","","",""
"3321.38","Prohibiting failure to send child to school","https://codes.ohio.gov/ohio-revised-code/section-3321.38","c3243f5437a70dd6c1a7ee6c6d190c9c40af992933e43ae8390c993e526decae","oh-truancy","","Resolve oh-truancy: retain a distinct supported scope, correct the citation, split, map to a source-first record, hold, or remove. A shared section or a similar name is not proof of equivalence.
Confirm the proposed charge's precise conduct scope, applicable exceptions, grading and incorporated definitions against the supplied full text before publication.
Determine which additional textual references affect this charge's claims: 3321.01, 3321.03, 3321.04, 3321.07, 3321.10, 3321.19, 3321.20, 3331.14, 2151.23, 2151.35, 2919.21, 2919.24, 2919.222, 4109.13. These are leads, not automatically required dependencies; record include/exclude decisions in the reference ledger.","","","",""
"3704.14","Enhanced motor vehicle inspection and maintenance program","https://codes.ohio.gov/ohio-revised-code/section-3704.14","f73dcd01d8d46695efe2f97a2cca2ef93f368acbb08e60d3e130268514885214","oh-expired-inspection","","Resolve oh-expired-inspection: retain a distinct supported scope, correct the citation, split, map to a source-first record, hold, or remove. A shared section or a similar name is not proof of equivalence.
Confirm the proposed charge's precise conduct scope, applicable exceptions, grading and incorporated definitions against the supplied full text before publication.
Determine which additional textual references affect this charge's claims: 4513.22. These are leads, not automatically required dependencies; record include/exclude decisions in the reference ledger.","","","",""
"3743.65","Possession, sale, and use restrictions","https://codes.ohio.gov/ohio-revised-code/section-3743.65","8fb4d32023db3edc1d1b7fc852e68fe1b8b1224fa606ae1b358ec71f26927284","oh-illegal-fireworks","","Resolve oh-illegal-fireworks: retain a distinct supported scope, correct the citation, split, map to a source-first record, hold, or remove. A shared section or a similar name is not proof of equivalence.
Confirm the proposed charge's precise conduct scope, applicable exceptions, grading and incorporated definitions against the supplied full text before publication.
Determine which additional textual references affect this charge's claims: 3743.02, 3743.08, 3743.48, 3743.15, 3743.21, 3743.40, 3743.27, 3743.44, 3743.45, 3743.50, 3743.55, 3743.80. These are leads, not automatically required dependencies; record include/exclude decisions in the reference ledger.","","","",""
"3767.32","Littering","https://codes.ohio.gov/ohio-revised-code/section-3767.32","6f0a1c7388468d5084d87e3a437daf5233863006dafb83c2a990fa2338123aab","oh-littering","","Resolve oh-littering: retain a distinct supported scope, correct the citation, split, map to a source-first record, hold, or remove. A shared section or a similar name is not proof of equivalence.
Confirm the proposed charge's precise conduct scope, applicable exceptions, grading and incorporated definitions against the supplied full text before publication.
Determine which additional textual references affect this charge's claims: 1531.13, 1501.24, 1503.09. These are leads, not automatically required dependencies; record include/exclude decisions in the reference ledger.","","","",""
"4301.62","Opened container of beer or intoxicating liquor prohibited at certain premises","https://codes.ohio.gov/ohio-revised-code/section-4301.62","a54daadcb234b1b03650956cbff623c2ce00bd1e94f4492b9ce288a6de9daf59","oh-open-container; oh-alcohol-in-park","","Resolve oh-open-container, oh-alcohol-in-park: retain a distinct supported scope, correct the citation, split, map to a source-first record, hold, or remove. A shared section or a similar name is not proof of equivalence.
Confirm the proposed charge's precise conduct scope, applicable exceptions, grading and incorporated definitions against the supplied full text before publication.
Determine which additional textual references affect this charge's claims: 4503.24, 4303.201, 4303.188, 4301.82, 4303.208, 4303.181, 4301.201. These are leads, not automatically required dependencies; record include/exclude decisions in the reference ledger.","","","",""
"4301.633","Furnishing false information to obtain beer or intoxicating liquor for person under twenty-one","https://codes.ohio.gov/ohio-revised-code/section-4301.633","18b36f1f13ebc41db3db5905ad79fbd98f766e3c5f705a4e959998bfaa5f2f50","oh-fake-id","","Resolve oh-fake-id: retain a distinct supported scope, correct the citation, split, map to a source-first record, hold, or remove. A shared section or a similar name is not proof of equivalence.
Confirm the proposed charge's precise conduct scope, applicable exceptions, grading and incorporated definitions against the supplied full text before publication.","","","",""
"4301.69","Underage persons offenses concerning","https://codes.ohio.gov/ohio-revised-code/section-4301.69","e45acf7da53ad6b0b08f45a4a0498d17a8fbc864dc4fc58776579da025f5f453","oh-minor-in-possession","","Resolve oh-minor-in-possession: retain a distinct supported scope, correct the citation, split, map to a source-first record, hold, or remove. A shared section or a similar name is not proof of equivalence.
Confirm the proposed charge's precise conduct scope, applicable exceptions, grading and incorporated definitions against the supplied full text before publication.
Determine which additional textual references affect this charge's claims: 4301.22, 2151.27, 2151.356, 2151.358, 2935.36, 2953.33, 4301.63, 4301.633, 4301.634. These are leads, not automatically required dependencies; record include/exclude decisions in the reference ledger.","","","",""
"4503.02","Levy of annual license tax","https://codes.ohio.gov/ohio-revised-code/section-4503.02","c0c1aaafff6e9bd8b870cb489d0860dd8cb7c5d42cc190479a9c63bf18999fe6","oh-unregistered-vehicle","","Resolve oh-unregistered-vehicle: retain a distinct supported scope, correct the citation, split, map to a source-first record, hold, or remove. A shared section or a similar name is not proof of equivalence.
Confirm the proposed charge's precise conduct scope, applicable exceptions, grading and incorporated definitions against the supplied full text before publication.
Determine which additional textual references affect this charge's claims: 5531.09, 5528.30, 5528.31, 4503.04, 4503.042, 4503.65. These are leads, not automatically required dependencies; record include/exclude decisions in the reference ledger.","","","",""
"4503.11","Owner required to file application - taxes","https://codes.ohio.gov/ohio-revised-code/section-4503.11","14d6a4d444b8a2570e606e975e88256601d83c2598a09eba6aec836b4198f266","oh-expired-registration; oh-unregistered-vehicle","a minor misdemeanor","Resolve oh-expired-registration, oh-unregistered-vehicle: retain a distinct supported scope, correct the citation, split, map to a source-first record, hold, or remove. A shared section or a similar name is not proof of equivalence.
Confirm the proposed charge's precise conduct scope, applicable exceptions, grading and incorporated definitions against the supplied full text before publication.
Determine which additional textual references affect this charge's claims: 4503.103, 4503.107, 4503.173, 4503.41, 4503.43, 4503.46, 4503.12, 4503.16, 4503.10, 4503.102, 4503.101, 4503.04. These are leads, not automatically required dependencies; record include/exclude decisions in the reference ledger.","","","",""
"4509.101","Operating of motor vehicle without proof of financial responsibility","https://codes.ohio.gov/ohio-revised-code/section-4509.101","ede00fe3b81f70b0159dafc4a4d9d2e4c27b86049036bae2498a5de8af8e65d9","oh-driving-without-insurance","","Resolve oh-driving-without-insurance: retain a distinct supported scope, correct the citation, split, map to a source-first record, hold, or remove. A shared section or a similar name is not proof of equivalence.
Confirm the proposed charge's precise conduct scope, applicable exceptions, grading and incorporated definitions against the supplied full text before publication.
Determine which additional textual references affect this charge's claims: 4510.02, 4510.10, 2323.311, 4509.06, 4510.52, 4509.44, 4509.65, 4509.37, 4513.02, 2921.13, 2935.01, 4501.06, 4503.20, 4507.212, 4509.81, 120.08, 4509.103, 4509.20, 4509.49, 4509.61, 4509.59, 4509.62, 4509.72, 4509.78. These are leads, not automatically required dependencies; record include/exclude decisions in the reference ledger.","","","",""
"4510.11","Driving under suspension or in violation of license restriction","https://codes.ohio.gov/ohio-revised-code/section-4510.11","169b66629a4d28a5d3c08cbb83b5adf312f770746662e4a1c460e7bc3dc2ab09","oh-driving-under-suspension","","Resolve oh-driving-under-suspension: retain a distinct supported scope, correct the citation, split, map to a source-first record, hold, or remove. A shared section or a similar name is not proof of equivalence.
Confirm the proposed charge's precise conduct scope, applicable exceptions, grading and incorporated definitions against the supplied full text before publication.
Determine which additional textual references affect this charge's claims: 4506.10, 4507.14, 4510.02, 4507.02, 4503.234. These are leads, not automatically required dependencies; record include/exclude decisions in the reference ledger.","","","",""
"4511.19","Operating vehicle under the influence of alcohol or drugs - OVI","https://codes.ohio.gov/ohio-revised-code/section-4511.19","144bfefd79506d5e81b83dec2dc823c2e1485afb17e3feaa597a30266c8d7572","oh-dui-first-offense; oh-dui-second-offense; oh-dui-third-offense; oh-ovi","operating a vehicle under the influence of alcohol; operating a vehicle after underage alcohol consumption","Resolve oh-dui-first-offense, oh-dui-second-offense, oh-dui-third-offense, oh-ovi: retain a distinct supported scope, correct the citation, split, map to a source-first record, hold, or remove. A shared section or a similar name is not proof of equivalence.
Confirm each quoted statutory offense's conduct subdivisions and applicable grading branches. Do not turn sentencing enhancements into separate offenses.
Determine which additional textual references affect this charge's claims: 4729.041, 4511.191, 4511.192, 3701.143, 2929.25, 4510.021, 4510.13, 5119.21, 4503.233, 4510.02, 2929.17, 4503.231, 2303.201, 1901.26, 1907.24, 120.08, 4301.30, 5119.22, 2923.16, 2937.46, 1.52. These are leads, not automatically required dependencies; record include/exclude decisions in the reference ledger.","Selected reference 5119.38 needs source acquisition","","",""
